,Name,National ID,Barcode,Location,Date,Season,Country,Province,Species,Species (English),Breed/subspecies,Sex,Date of birth,Age (days),Age_category,Country of birth,Born at current residence,Bodyweight (kg),Breed line,Breed country of origin,Breed_type,White_breed,Traditional use,Establishment type,Husbandry intensity,Inside/outside,Additional outside access,Outdoor_access,Outside environment,Soil present,Bedding material,Bedding_present,Straw_present,Slatted floor,No. animals in enclosure,Housed with other species,Other species,Weaning age (days),Given formula milk,Creep feed,Creep_what,Creep_consistency,Water content (%),PSS,Dietary regimen,Feed name,Feed ingredients,Crude protein,Protein_category,Crude fat,Crude ash,Crude fibre,Fibre_category,Carbohydrates,Calcium,Phosphorous,Sodum,Lysine,Methionine,Organic/standard,Environmental food,Dietary supplementation,Purely_commercial_diet,Dairy_in_diet,First_feed_ingredient,Acetic_acid_mM/g,Propionic_acid_mM/g,Isobutyric_acid_mM/g,Butyric_acid_mM/g,Isovaleric_acid_mM/g,Valeric_acid_mM/g,Isocaproic_acid_mM/g,Caproic_acid_mM/g,Enanthic_acid_mM/g,Total_SCFA_mM/g,Total_BCFA_mM/g,Total_MCFA_mM/g,Total_VFA_mM/g,AA%,PA%,IBA%,BA%,IVA%,VA%,ICA%,CA%,EA%,SCFA%,BCFA%,MCFA%,Ratio_AA,Ratio_PA,Ratio_BA,Medical conditions,Medication,Antibiotics,Recent_antibiotics,Worming,Immunisations,Farrowed,Last farrowing,Gestating,Nursing,Parity,Castrated,Chemical/physical,Seq_run,Relatives/cohabitants,Sample storage information,Additional information,ID,numerical_age_category,DMM_cluster,cluster_lda,Simpson
14BE01,,,bc1005--bc1110,14BE,24/11/2022,Autumn,Belgium,Oost-Vlaanderen,Sus scrofa domesticus,Domestic pig,,,,,Growing,Belgium,Yes,,,,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,,,,,,71.19113573,4.0,,,,,,,,,,,,,,,,,,,Yes,,,"409,2674128","148,7096855","11,9345565","97,32983342","16,39279112","11,30265161",0,"1,655844762",0,666.6095833,"28,32734762","1,655844762","696,5927757","58,75","21,35","1,71","13,97","2,35","1,62","0,00","0,24","0,00","95,70","4,07","0,24","0,62","0,23","0,15",,,Unknown,,,,,,,,,,,NAMES03,,,,14BE01,2,5,cluster 6,0.994788081
14BE02,,,bc1007--bc1110,14BE,24/11/2022,Autumn,Belgium,Oost-Vlaanderen,Sus scrofa domesticus,Domestic pig,,,,,Growing,Belgium,Yes,,,,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,,,,,,76.06060606,4.0,,,,,,,,,,,,,,,,,,,Yes,,,"214,9576089","75,04993786","2,703043947","62,6253684","4,108645927","3,802818208",0,"1,160231124",0,356.4357333,"6,811689874","1,160231124","364,4076543","58,99","20,60","0,74","17,19","1,13","1,04","0,00","0,32","0,00","97,81","1,87","0,32","0,61","0,21","0,18",,,Unknown,,,,,,,,,,,NAMES03,,,,14BE02,2,5,cluster 6,0.99492509
14BE03,,,bc1007----bc1098,14BE,24/11/2022,Autumn,Belgium,Oost-Vlaanderen,Sus scrofa domesticus,Domestic pig,,,,,Growing,Belgium,Yes,,,,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,,,,,,73.99380805,4.0,,,,,,,,,,,,,,,,,,,Yes,,,"322,8468438","195,6443736","4,105309505","122,6014112","7,127290652","11,58896979",0,"1,187593685",0,652.6815984,"11,23260016","1,187593685","665,1017922","48,54","29,42","0,62","18,43","1,07","1,74","0,00","0,18","0,00","98,13","1,69","0,18","0,50","0,31","0,19",,,Unknown,,,,,,,,,,,NAMES04,,,,14BE03,2,5,cluster 6,0.994533428
14BE04,,,bc1008----bc1098,14BE,24/11/2022,Autumn,Belgium,Oost-Vlaanderen,Sus scrofa domesticus,Domestic pig,,,,,Growing,Belgium,Yes,,,,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,,,,,,70.88607595,4.0,,,,,,,,,,,,,,,,,,,Yes,,,"318,8727325","95,22436975","16,72300158","67,81379422","23,18739058","12,26408628","0,557096318","1,543016451","0,95091319",494.1749828,"40,46748848","2,493929641","537,1364009","59,37","17,73","3,11","12,63","4,32","2,28","0,10","0,29","0,18","92,00","7,53","0,46","0,66","0,20","0,14",,,Unknown,,,,,,,,,,,NAMES04,,,,14BE04,2,5,cluster 6,0.996772205
14BE05,,,bc1012----bc1098,14BE,24/11/2022,Autumn,Belgium,Oost-Vlaanderen,Sus scrofa domesticus,Domestic pig,,,,,Growing,Belgium,Yes,,,,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,,,,,,74.46808511,4.0,,,,,,,,,,,,,,,,,,,Yes,,,"299,3777981","120,6689798","13,09845602","68,09391755","15,36570853","12,73394055",0,"3,475452238","1,062100384",500.8746361,"28,46416454","4,537552622","533,8763532","56,08","22,60","2,45","12,75","2,88","2,39","0,00","0,65","0,20","93,82","5,33","0,85","0,61","0,25","0,14",,,Unknown,,,,,,,,,,,NAMES04,,,,14BE05,2,5,cluster 6,0.995656464
14BE06,,,bc1008--bc1110,14BE,24/11/2022,Autumn,Belgium,Oost-Vlaanderen,Sus scrofa domesticus,Domestic pig,,,,,Growing,Belgium,Yes,,,,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,,,,,,70.37037037,4.0,,,,,,,,,,,,,,,,,,,Yes,,,"345,8922563","154,1796465","16,7381623","77,27433829","22,07155496","19,70828683",0,"3,68647095","1,100491511",597.054528,"38,80971726","4,786962462","640,6512077","53,99","24,07","2,61","12,06","3,45","3,08","0,00","0,58","0,17","93,19","6,06","0,75","0,60","0,27","0,13",,,Unknown,,,,,,,,,,,NAMES04,,,,14BE06,2,5,cluster 6,0.995875982
14BE07,,,bc1015----bc1098,14BE,24/11/2022,Autumn,Belgium,Oost-Vlaanderen,Sus scrofa domesticus,Domestic pig,,,,,Growing,Belgium,Yes,,,,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,,,,,,76.81564246,4.0,,,,,,,,,,,,,,,,,,,Yes,,,"367,1792415","110,6478596","6,280098413","75,66226496","9,470996261","11,63061613",0,"1,273967921",0,565.1199821,"15,75109467","1,273967921","582,1450447","63,07","19,01","1,08","13,00","1,63","2,00","0,00","0,22","0,00","97,08","2,71","0,22","0,66","0,20","0,14",,,Unknown,,,,,,,,,,,NAMES04,,,,14BE07,2,5,cluster 6,0.991918063
14BE08,,,bc1020----bc1098,14BE,24/11/2022,Autumn,Belgium,Oost-Vlaanderen,Sus scrofa domesticus,Domestic pig,,,,,Growing,Belgium,Yes,,,,Commercial,Yes,General lean meat,Research farm,Small-scale,Inside,No,No,,No,,No,No,Yes,,No,,,,,,,71.92982456,4.0,,,,,,,,,,,,,,,,,,,Yes,,,"242,086098","88,96856551","12,29405522","49,64250822","16,37648246","8,283072701","0,553493882","1,361661202","0,910793351",388.9802445,"29,22403156","2,272454553","420,4767306","57,57","21,16","2,92","11,81","3,89","1,97","0,13","0,32","0,22","92,51","6,95","0,54","0,64","0,23","0,13",,,Unknown,,,,,,,,,,,NAMES04,,,,14BE08,2,6,cluster 6,0.986131665
16IE01,R1T1Samp1,,bc1005--bc1033,16IE,12/07/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,72.16828479,4.0,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,"16,2",7,Standard,No,,Yes,Yes,Maize,"124,605614","57,12139242","10,92934923","45,2727645","16,48552588","14,05618128","0,57287313","3,585160362","1,613358214",241.0559522,"27,98774824","5,198518575","274,242219","45,44","20,83","3,99","16,51","6,01","5,13","0,21","1,31","0,59","87,90","10,21","1,90","0,55","0,25","0,20",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE01,4,3,cluster 6,0.991055299
16IE02,R1T1Samp11,,bc1015--bc1033,16IE,12/07/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,,,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,"50,83096185","15,86786796","1,675232821","13,59426624","2,570165934","2,23930334",0,"2,119780958","1,603338876",82.53239939,"4,245398754","3,723119834","90,50091798","56,17","17,53","1,85","15,02","2,84","2,47","0,00","2,34","1,77","91,20","4,69","4,11","0,63","0,20","0,17",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE02,4,3,cluster 6,0.990468393
16IE03,R2T1Samp24,,bc1012--bc1059,16IE,23/08/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,,,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,"39,5834535","14,873558","2,344957842","9,617520767","3,131439065","1,763877234",0,"1,162240124","0,937689826",65.83840951,"5,476396907","2,09992995","73,41473636","53,92","20,26","3,19","13,10","4,27","2,40","0,00","1,58","1,28","89,68","7,46","2,86","0,62","0,23","0,15",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE03,4,2,cluster 6,0.988367075
16IE04,R2T1Samp29,,bc1005--bc1060,16IE,23/08/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,,,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE04,4,1,cluster 6,0.987589658
16IE05,R1T1Samp5,,bc1008--bc1033,16IE,12/07/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,68.07,3.0,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,"150,3128842","50,59561362","12,568195","49,74017222","21,51102999","13,72370926","0,729948996","1,62049035",0,264.3723793,"34,80917398","1,62049035","300,8020437","49,97","16,82","4,18","16,54","7,15","4,56","0,24","0,54","0,00","87,89","11,57","0,54","0,60","0,20","0,20",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE05,4,7,cluster 6,0.995534703
16IE06,R1T1Samp6,,bc1012--bc1033,16IE,12/07/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,71.22,4.0,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,"143,8710587","79,1764178","5,239010293","42,27664762","7,291053148","11,35505912","0,737733394","2,397918672","1,281619514",276.6791832,"13,26779683","3,679538185","293,6265182","49,00","26,97","1,78","14,40","2,48","3,87","0,25","0,82","0,44","94,23","4,52","1,25","0,54","0,30","0,16",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE06,4,1,cluster 6,0.992828272
16IE07,R2T1Samp30,,bc1007--bc1060,16IE,23/08/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,,,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE07,4,3,cluster 6,0.993319906
16IE08,R2T1Samp27,,bc1022--bc1059,16IE,23/08/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,70.625,4.0,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE08,4,3,cluster 6,0.993734315
16IE09,R1T1Samp18,,bc1024--bc1033,16IE,12/07/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,63.5359116,2.0,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE09,4,2,cluster 6,0.990547215
16IE10,R1T1Samp26,,bc1015--bc1035,16IE,12/07/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,,,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE10,4,3,cluster 6,0.99071725
16IE11,R2T1Samp7,,bc1020--bc1057,16IE,23/08/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,,,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE11,4,3,cluster 6,0.99052985
16IE12,R1T1Samp27,,bc1020--bc1035,16IE,12/07/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,73.24840764,4.0,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE12,4,3,cluster 6,0.993661854
16IE13,R1T1Samp24,,bc1012--bc1035,16IE,12/07/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,,,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE13,4,3,cluster 6,0.973669371
16IE14,R1T1Samp32,,bc1007--bc1044,16IE,12/07/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,68.57142857,3.0,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE14,4,3,cluster 6,0.994617008
16IE15,R2T1Samp12,,bc1024--bc1057,16IE,23/08/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,71.89781022,4.0,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE15,4,2,cluster 6,0.985452672
16IE16,R1T1Samp23,,bc1008--bc1035,16IE,12/07/2022,Summer,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,26.0,Lactation,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,77.60617761,4.0,,,"Maize, soya hi-pro, soya full-fat, Lactoflo, skim milk powder, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, L-valine, vit-min mpk weaner, ronozyme HiPhos GT, limestone flour, Mono DiCal Phos, salt feed grade","20,2",High,"11,14","5,52",1.66,Low,"61,48",,,,,,Standard,No,,Yes,Yes,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE16,4,3,cluster 6,0.994169198
16IE17,R1T3Samp4,,bc1020--bc1054,16IE,03/11/2022,Autumn,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,,,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE17,3,6,cluster 5,0.9772969
16IE18,R1T3Samp16,,bc1008--bc1056,16IE,03/11/2022,Autumn,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,77.6504298,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"209,1527656","86,42183355","7,527724877","46,97717815","8,087725658","12,23663118","0,57092355","2,56138422","1,140472736",354.7884085,"16,18637409","3,701856956","374,6766395","55,82","23,07","2,01","12,54","2,16","3,27","0,15","0,68","0,30","94,69","4,32","0,99","0,61","0,25","0,14",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE18,3,1,cluster 6,0.953645737
16IE19,R2T3Samp25,,bc1020---bc1065,16IE,15/12/2022,Winter,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,75.0,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"288,5819363","104,7812928","11,38454861","42,46833212","14,27430734","9,261165125","0,585269531","1,629267016","1,068343174",445.0927264,"26,24412548","2,69761019","474,034462","60,88","22,10","2,40","8,96","3,01","1,95","0,12","0,34","0,23","93,89","5,54","0,57","0,66","0,24","0,10",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE19,3,5,cluster 6,0.992237229
16IE20,R2T3Samp21,,bc1015---bc1065,16IE,15/12/2022,Winter,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,75.20435967,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"355,6344244","174,6882239","16,82264871","75,74340094","21,14932373","13,43401131","0,659721743","1,244752825",0,619.5000605,"38,63169419","1,244752825","659,3765075","53,93","26,49","2,55","11,49","3,21","2,04","0,10","0,19","0,00","93,95","5,86","0,19","0,59","0,29","0,12",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE20,3,6,cluster 6,0.972852971
